"","id","product_uid","product_title","search_term","relevance","nameCluster","termCluster"
"16541",51022,113069,"Milwaukee 6 in. 18 TPI Double Duty Super Sawzall Reciprocating Saw Blades (25-Pack)","super sawzall",2.33,1,1
"16542",51027,113072,"Home Legend Maple Durham 1/2 in. Thick x 3-1/2 in. Wide x 94 in. Length Hardwood Wall Base Molding","durham",2,2,1
"16543",51029,113073,"Bully Tools 16 in. W 16-Tine Bow Rake with Fiberglass Handle","bow rake",3,2,1
"16544",51032,113075,"Fix All 4 in. x 24 in. Patch","gutter and drain pipe accessories",2.33,2,1
"16545",51036,113076,"Milwaukee M12 FUEL 12-Volt Lithium-Ion Brushless 1/4 in. Cordless Impact Wrench Kit with M12 1/4 in. Cordless Ratchet (Tool-Only)","impact ratchet",2.33,1,1
"16546",51037,113077,"Hedrix 11 oz. Match of PPU8-7 Chamois Tan Gloss Custom Spray Paint (8-Pack)","chamois",2.67,2,1
"16547",51038,113078,"Trex Outdoor Furniture Surf City Textured Bronze 30 in. Patio Bar Table with Sand Castle Top","outdoor bar table",2.67,2,1
"16548",51039,113078,"Trex Outdoor Furniture Surf City Textured Bronze 30 in. Patio Bar Table with Sand Castle Top","trex furniture",3,2,1
"16549",51040,113079,"Everbilt 9 ft. x 9 ft. Drawstring Tarp","cloth tarps",3,3,1
"16550",51042,113080,"DANCO Shower Volume Control Valve in Chrome","shower control",2,2,1
"16551",51047,113082,"Ralph Lauren 1-gal. Garden Wall River Rock Specialty Finish Interior Paint","mobilehome wall paint",2,2,1
"16552",51048,113082,"Ralph Lauren 1-gal. Garden Wall River Rock Specialty Finish Interior Paint","river rock paint",2.33,2,1
"16553",51052,113083,"2 in. x 4 in. x 12 ft. Rough Green Western Red Cedar Lumber","red cedar",3,2,1
"16554",51056,113084,"DEWALT 2 Gal. Max Cordless Wet/Dry Vacuum without Battery and Charger","dewalt 20v charger",2.67,2,1
"16555",51057,113084,"DEWALT 2 Gal. Max Cordless Wet/Dry Vacuum without Battery and Charger","dewalt 7.2volt battery",1.67,2,1
"16556",51062,113085,"OPTIX 18 in. x 24 in. x .220 in. Acrylic Sheet","18'x24",1.67,2,1
"16557",51066,113086,"1 in. x 6 in. x 12 ft. Primed Board","primed boards",3,2,1
"16558",51069,113088,"Vigo Tempo 28-1/2 in. x 70-5/8 in. Pivot Shower Door with Hardware in Oil Rubbed Bronze and Frosted Privacy Panel","frosted shower door",3,2,1
"16559",51076,113091,"Masonite Prehung 15 Lite Steel Patio Door with Brickmold in Vinyl Frame","pre hung french doors 60 inch",1.67,2,1
"16560",51079,113092,"OWT Ornamental Wood Ties Laredo Sunset 8-1/2 in. Black Galvanized Steel &quot;T&quot; Wood Tie Connector Plate","owt",2.33,2,1
"16561",51085,113093,"Klein Tools 3/4 in. Conduit Bender and Handle","pipe bender",3,1,1
"16562",51087,113094,"Native Custom Stone Go-Stone #26 Cherokee Flats 4 in. x 8 in., 4 in. x 12 in., 4 in. x 16 in. Stone Panels (5 sq. ft./Box)","stone panel",3,2,1
"16563",51092,113097,"ScaleBlaster 0-19 gpg Electronic Water Conditioner (Indoor Use Only)","sofet",1,1,1
"16564",51093,113097,"ScaleBlaster 0-19 gpg Electronic Water Conditioner (Indoor Use Only)","water sofn",3,1,1
"16565",51095,113097,"ScaleBlaster 0-19 gpg Electronic Water Conditioner (Indoor Use Only)","water softners",2.33,1,1
"16566",51096,113097,"ScaleBlaster 0-19 gpg Electronic Water Conditioner (Indoor Use Only)","water system",2,1,1
"16567",51097,113098,"Philips 50W Equivalent Bright White PAR16 Dimmable LED Flood Light Bulb (4-Pack)","LED PAR 15 BULB",3,2,1
"16568",51100,113099,"Lifesmart Bahama DLX 5-Person 28-Jet Spa with Free Value Package and Delivery","jet cleaner spa",2.33,2,1
"16569",51102,113100,"ODL White Cordless Add On Enclosed Blind with 1/2 in. Wide Aluminum Blinds for 20 in. Width x 36 in. Length Door Window","39.5' wide mini blind",2.33,2,1
"16570",51104,113100,"ODL White Cordless Add On Enclosed Blind with 1/2 in. Wide Aluminum Blinds for 20 in. Width x 36 in. Length Door Window","cordless mini blinds",2.67,2,1
"16571",51105,113100,"ODL White Cordless Add On Enclosed Blind with 1/2 in. Wide Aluminum Blinds for 20 in. Width x 36 in. Length Door Window","odl  door plugs",3,2,1
"16572",51108,113101,"Power Care 8 in. Y33 .043 in. Semi Chisel Saw Chain","8 in chain saw",1.33,2,1
"16573",51109,113101,"Power Care 8 in. Y33 .043 in. Semi Chisel Saw Chain","chainsaw rplacement chains",2,2,2
"16574",51110,113101,"Power Care 8 in. Y33 .043 in. Semi Chisel Saw Chain","pole chainsaws",2.33,2,1
"16575",51111,113101,"Power Care 8 in. Y33 .043 in. Semi Chisel Saw Chain","ryobi chainsaw",2.33,2,1
"16576",51112,113101,"Power Care 8 in. Y33 .043 in. Semi Chisel Saw Chain","ryobi pole saw",2,2,1
"16577",51121,113104,"Metal Sales Classic Rib Outside Closure Glued","roof ridge",1.67,2,1
"16578",51123,113104,"Metal Sales Classic Rib Outside Closure Glued","vented ridge cap metal",2,2,1
"16579",51124,113105,"Gladiator Bottle Opener Garage Hook for GearTrack or GearWall","gladiator hook",2.67,2,1
"16580",51125,113106,"D-Link Wireless 640 TVL Indoor CMOS IP Bullet Shaped Surveillance Camera","D-link",2.33,2,1
"16581",51128,113107,"GE Adora Top Control Dishwasher in Stainless Steel with Stainless Steel Tub and Steam PreWash","GE Dishwasher stainless",2,2,1
"16582",51132,113107,"GE Adora Top Control Dishwasher in Stainless Steel with Stainless Steel Tub and Steam PreWash","kitchenaid dishwasher 104dbl",2.33,2,1
"16583",51140,113111,"Philips EcoVantage 120W Equivalent Halogen PAR38 Indoor/Outdoor Dimmable Long Life Flood Light Bulb","flood light outdoor",2.67,2,1
"16584",51151,113114,"SentrySafe Safe 0.1 cu. ft. Security Key Box with Key Lock Safe","safe box with slide open",2,2,1
"16585",51157,113116,"Prime-Line 3/4 in. White Aluminum Flagpole Bracket","u brackets",2,1,1
"16586",51158,113117,"MK Diamond MK-101 PRO-24 10 in. Tile Saw with Stand and Wheels","10 tile saw",2.67,2,1
"16587",51160,113119,"Wyndham Collection Centra 36 in. Vanity in Gray Oak with Marble Vanity Top in Carrara White and Black Granite Sink","36 in white vanity black granite",3,2,1
"16588",51167,113121,"LEGEND VALVE 3/4 in. Brass Threaded FPT x FPT Full Port Ball Valve No Lead","3/4 vlve",3,2,1
"16589",51169,113123,"E/O 2 in. x 15 ft. Foam and Foil Pipe Wrap Insulation Tape","2 foam r13",1.67,2,1
"16590",51171,113123,"E/O 2 in. x 15 ft. Foam and Foil Pipe Wrap Insulation Tape","isolation foil",2.33,2,1
"16591",51173,113124,"Quiet Glide 3-1/8 in. Dia Texas Star Decorative Oil Rubbed Bronze Roller Cover","barn door roller",2.33,2,1
"16592",51175,113125,"Defiant Unbreakable 3C LED Flashlight","led flash lights",3,2,1
"16593",51176,113125,"Defiant Unbreakable 3C LED Flashlight","led flashlightts",3,2,1
"16594",51185,113131,"30 ft. Automatic Electric Heat Cable Kit","3 feet electric pipe heating cable",1.67,2,1
"16595",51188,113131,"30 ft. Automatic Electric Heat Cable Kit","electric guage cable",2,2,1
"16596",51190,113131,"30 ft. Automatic Electric Heat Cable Kit","Electric Pipe Heat Tape",3,2,1
"16597",51192,113131,"30 ft. Automatic Electric Heat Cable Kit","gutter guide from roof",1,2,1
"16598",51194,113131,"30 ft. Automatic Electric Heat Cable Kit","heating tape",2.33,2,1
"16599",51196,113131,"30 ft. Automatic Electric Heat Cable Kit","roof deicing",3,2,1
"16600",51200,113131,"30 ft. Automatic Electric Heat Cable Kit","water heat",2.33,2,1
"16601",51202,113132,"Philips 46 in. T5 54-Watt Cool White (4100K) High Output Linear Fluorescent Light Bulb (15-Pack)","46 high output grow florescent bulb",3,2,1
"16602",51204,113132,"Philips 46 in. T5 54-Watt Cool White (4100K) High Output Linear Fluorescent Light Bulb (15-Pack)","f15 t5 florescent",2,2,1
"16603",51206,113132,"Philips 46 in. T5 54-Watt Cool White (4100K) High Output Linear Fluorescent Light Bulb (15-Pack)","fluorescent light  ballet",2.67,2,1
"16604",51207,113132,"Philips 46 in. T5 54-Watt Cool White (4100K) High Output Linear Fluorescent Light Bulb (15-Pack)","ge linear fluorescent lighting  fixture",2.33,2,1
"16605",51209,113132,"Philips 46 in. T5 54-Watt Cool White (4100K) High Output Linear Fluorescent Light Bulb (15-Pack)","high output basebord",1,2,1
"16606",51212,113133,"raindrip WeatherSmartPro 6-Station Electronic Water Timer","sprinkler conroller",2.33,4,1
"16607",51213,113134,"Kraftware Fishnet Oval Placemat in Purple (Set of 12)","placemat",2.67,1,1
"16608",51217,113136,"MTD Genuine Factory Parts Air Filter for Powermore 420cc Engine","mtd parts",2.33,2,1
"16609",51220,113137,"GE 4 in. x 8 ft. Dryer Duct","8 flexible duct",2.67,2,1
"16610",51225,113137,"GE 4 in. x 8 ft. Dryer Duct","dryer exhaust vent insulation",2.33,2,1
"16611",51228,113137,"GE 4 in. x 8 ft. Dryer Duct","flexible dryer vent",3,2,1
"16612",51230,113137,"GE 4 in. x 8 ft. Dryer Duct","maytag semirigid dryer duct",2,2,1
"16613",51232,113137,"GE 4 in. x 8 ft. Dryer Duct","super flex dryer duct",2.67,2,1
"16614",51233,113137,"GE 4 in. x 8 ft. Dryer Duct","vent kit",2,2,1
"16615",51234,113137,"GE 4 in. x 8 ft. Dryer Duct","wed4800bq dryer hose",2.33,2,1
"16616",51238,113139,"Palruf 36 in. White Horizontal Foam Closure Strips (5-Pack)","foam strips",2.67,2,1
"16617",51243,113141,"Active Ventilation 365 CFM Brown Powder Coated 5 Watt Solar Powered Roof Mounted Exhaust Attic Fan","roof ventilation fan",3,2,1
"16618",51245,113141,"Active Ventilation 365 CFM Brown Powder Coated 5 Watt Solar Powered Roof Mounted Exhaust Attic Fan","solar attic fan",2.33,2,1
"16619",51247,113142,"Weatherables Augustine 12 ft. x 12 ft. White Double Beam Vinyl Pergola","12x12",1.67,2,1
"16620",51250,113144,"Stair Parts 3030 56 in. x 3-1/2 in. Unfinished Red Oak Newel Post","stair newel post",3,2,1
"16621",51254,113146,"Prime-Line Brass Out Swinging Door Latch Shield","swinging doors",2.67,1,1
"16622",51255,113147,"Hunter Universal On and Off Ceiling Fan Remote Control","ceiling fan   kit",1.67,1,1
"16623",51256,113147,"Hunter Universal On and Off Ceiling Fan Remote Control","HUNTER FAN CONTROL",3,1,1
"16624",51257,113147,"Hunter Universal On and Off Ceiling Fan Remote Control","remote control ceiling fan replacement parts",2,1,2
"16625",51258,113147,"Hunter Universal On and Off Ceiling Fan Remote Control","universal fan remote",3,1,1
"16626",51263,113149,"Raco Service Pedestal Duplex Receptacle Face Plate","face plates",2.33,2,1
"16627",51266,113151,"Crown Bolt 1/4 in.-20 x 13 mm Zinc-Plated Type F Cross Dowel Nut (4-Pack)","nut",2.33,1,1
"16628",51269,113153,"Everbilt #8 x 50 ft. Yellow Plastic Chain","safety",1,3,1
"16629",51275,113156,"Garden Supply Coco Peat Brick (3-Set)","coconut fiber",1.33,1,1
"16630",51277,113158,"Patio Living Concepts Catalina 28 in. Outdoor Black Umbrella Table Lamp with Melon Shade","black umbrella",2.67,2,1
"16631",51284,113160,"Concrobium 9.2 oz. Moisture Grabbers Humidity Absorbing Pouch","grabbers",2.33,3,1
"16632",51286,113161,"Watts 1 in. x 1 in. Cast Brass FPT x FPT Earthquake Gas Shutoff Valve","duro gas valve",2,2,1
"16633",51288,113161,"Watts 1 in. x 1 in. Cast Brass FPT x FPT Earthquake Gas Shutoff Valve","shutoff valve",3,2,1
"16634",51292,113163,"Milwaukee Titanium Shockwave Drill Bit Kit (15-Piece)","colbolt drill bits",2,1,1
"16635",51295,113163,"Milwaukee Titanium Shockwave Drill Bit Kit (15-Piece)","milwaukee tile drill bit",2.33,1,1
"16636",51296,113164,"Foss Fairway Green 6 ft. x 8 ft. Indoor/Outdoor Area Rug","foss rug",2.67,2,1
"16637",51297,113164,"Foss Fairway Green 6 ft. x 8 ft. Indoor/Outdoor Area Rug","indoor area rugs",2.33,2,1
"16638",51299,113165,"Raco EMT 1/2 in. 1-Hole Strap (25-Pack)","hole",1.33,1,1
"16639",51300,113166,"Commercial Electric 3-Light Brushed Nickel Vanity Light","bathroom lighting fixtures",3,2,1
"16640",51302,113166,"Commercial Electric 3-Light Brushed Nickel Vanity Light","bathroom vanity cabinets with led lighting",2.33,2,2
"16641",51305,113166,"Commercial Electric 3-Light Brushed Nickel Vanity Light","light fixtures for bathroom",2.67,2,1
"16642",51306,113166,"Commercial Electric 3-Light Brushed Nickel Vanity Light","light for public ligthining",2.67,2,1
"16643",51307,113166,"Commercial Electric 3-Light Brushed Nickel Vanity Light","lighting fixtures bathroom",2.33,2,1
"16644",51309,113166,"Commercial Electric 3-Light Brushed Nickel Vanity Light","vanity light fixture",2.67,2,1
"16645",51310,113167,"Custom Building Products Natural Stone and Large Tile 50 lb. White Premium Mortar","stone are mb11",1.67,2,1
"16646",51311,113167,"Custom Building Products Natural Stone and Large Tile 50 lb. White Premium Mortar","stone mortar",2.33,2,1
"16647",51314,113167,"Custom Building Products Natural Stone and Large Tile 50 lb. White Premium Mortar","venner",1.33,2,1
"16648",51315,113167,"Custom Building Products Natural Stone and Large Tile 50 lb. White Premium Mortar","white tile grout",1.67,2,1
"16649",51316,113168,"Doberman Security Entry Defense Alarm","alarm",3,4,1
"16650",51317,113168,"Doberman Security Entry Defense Alarm","door alarms",2.67,4,1
"16651",51321,113169,"NuTone Replacement Grille for 686 Bath Exhaust Fan","bathroom fan replacement",2.67,2,2
"16652",51322,113169,"NuTone Replacement Grille for 686 Bath Exhaust Fan","ceiling covers",1.67,2,1
"16653",51323,113169,"NuTone Replacement Grille for 686 Bath Exhaust Fan","ceiling fan cover",2.33,2,1
"16654",51327,113171,"ArcMate 36 in. Industrial Orange Pick Up Reacher Tool","reacher grabber",2,2,1
"16655",51331,113175,"Acclaim Lighting Wexford Collection 3-Light Burled Walnut Outdoor Wall-Mount Light Fixture","wall mount light fixture",2.33,3,1
"16656",51335,113176,"Leviton Z-Wave Enabled 15 Amp Scene Capable Plug-In Appliance Module with LED Locator - White","wink outlet",1.67,2,1
"16657",51336,113176,"Leviton Z-Wave Enabled 15 Amp Scene Capable Plug-In Appliance Module with LED Locator - White","wireless light sitch",1.33,2,1
"16658",51338,113178,"Prime-Line Right Hand Bronze Wood Casement Lock","casement window",1.33,1,1
"16659",51340,113178,"Prime-Line Right Hand Bronze Wood Casement Lock","window repair parts",2.67,1,1
"16660",51343,113180,"Veranda 8 ft. x 36 in. Vinyl White Premier Rail with Square Balusters","colonial porch balusters",2,2,1
"16661",51346,113180,"Veranda 8 ft. x 36 in. Vinyl White Premier Rail with Square Balusters","veranda vinyl railing",3,2,1
"16662",51348,113181,"Southern Enterprises Cartwright 46 in. Convertible Gel Fuel Fireplace in Espresso with Faux Slate","faux fireplace",2.67,2,1
"16663",51350,113182,"Hampton Bay Mediterranean Solid Rapid-Dry Deluxe Outdoor Seat Cushion (2-Pack)","hampton bay seat cushions",2.33,3,1
"16664",51351,113183,"Southwire 2,500 ft. 12 Stranded THHN Wire - Black","2 thhn",2.33,1,1
"16665",51357,113186,"Nearly Natural 7 ft. Mini Cedar Pine Tree with 3614 Tips in 12 in. Pot (2-Tone Green)","pine tree fungus",2,2,1
"16666",51361,113187,"HDX 12 ft. 16/2 Cube Tap Extension Cord","extension cord light",2,2,1
"16667",51362,113187,"HDX 12 ft. 16/2 Cube Tap Extension Cord","outside extension cords",3,2,1
"16668",51365,113188,"GE 6 ft. Universal Dishwasher Kit","dishwasher kti",2.33,2,1
"16669",51369,113189,"5 ft. x 30 ft. Dalen Products Nylon Trellis Netting","mosquito net",1,2,1
"16670",51371,113190,"Nourison India House Gold 8 ft. x 10 ft. 6 in. Area Rug","gold area rugs",3,2,1
"16671",51373,113192,"Ajax 52 oz. Orange Triple Action Dish Detergent","soap dishes",2.67,3,1
"16672",51379,113193,"Square D Homeline 200-Amp 30-Space 60-Circuit Indoor Main Plug-On Neutral Breaker Load Center with Cover - Value Pack","electric plug 30 amp",2,2,1
"16673",51382,113193,"Square D Homeline 200-Amp 30-Space 60-Circuit Indoor Main Plug-On Neutral Breaker Load Center with Cover - Value Pack","indoor electrical receptacle covers",2.33,2,1
"16674",51383,113193,"Square D Homeline 200-Amp 30-Space 60-Circuit Indoor Main Plug-On Neutral Breaker Load Center with Cover - Value Pack","main        breaker",3,2,1
"16675",51384,113193,"Square D Homeline 200-Amp 30-Space 60-Circuit Indoor Main Plug-On Neutral Breaker Load Center with Cover - Value Pack","main breaker panel",2.67,2,1
"16676",51387,113193,"Square D Homeline 200-Amp 30-Space 60-Circuit Indoor Main Plug-On Neutral Breaker Load Center with Cover - Value Pack","telemechanic square d",2.33,2,1
"16677",51388,113194,"Ryobi Lawn and Leaf Bag","collapsible",1,3,1
"16678",51394,113195,"Steves &amp; Sons Rustic 2-Panel Speakeasy Stained Mahogany Wood Prehung Front Door","wood entry doors",3,2,1
"16679",51395,113196,"1 in. x 8 in. x 6 ft. Common Board","1 in x 8 wood",3,2,1
"16680",51400,113197,"Daltile Rittenhouse Square Arctic White 3 in. x 6 in. Ceramic Bullnose Wall Tile","3x6 white bullnose",2.67,2,1
"16681",51403,113197,"Daltile Rittenhouse Square Arctic White 3 in. x 6 in. Ceramic Bullnose Wall Tile","daltile white subway tile",2.67,2,1
"16682",51406,113198,"Everbilt #12 x 1-1/2 in. Zinc-Plated Steel Flat-Head Phillips Wood Screw (50-Pack)","1/2 inch screws",3,2,1
"16683",51412,113199,"Home Decorators Collection Charisma Butter Pecan 8 ft. x 10 ft. Area Rug","are rug",3,2,1
"16684",51418,113201,"Williams 60,000 BTU/Hr Floor Furnace Natural Gas Heater with Wall-Mounted Thermostat","floor baseboard",1,2,1
"16685",51421,113203,"Everbilt 96 in. Sliding Door Set","closet door track",2.67,3,1
"16686",51423,113203,"Everbilt 96 in. Sliding Door Set","doorsmoocher childproof sliding pocket door",2,3,2
"16687",51426,113203,"Everbilt 96 in. Sliding Door Set","sliding closet doors 60x72",1.67,3,1
"16688",51427,113203,"Everbilt 96 in. Sliding Door Set","sliding door set",1.67,3,1
"16689",51428,113204,"Glidden Premium 1-gal. #HDGB31D Biscayne Blue Satin Latex Interior Paint with Primer","biscayne",1.67,2,1
"16690",51431,113206,"American Standard Yorkville Right Height Pressure-Assisted 2-piece 1.6 GPF Elongated Toilet in White","american standard toilet kit for 1.6 gpf",2.67,2,1
"16691",51432,113207,"The Forever Cap 23 in. x 35 in. Fixed Stainless Steel Chimney Cap","chimney caps",2.33,2,1
"16692",51439,113208,"R-Tech 3/4 in. x 4 ft. x 8 ft. R-2.89 Foam Insulating Sheathing","foam insulaion panels",2,2,1
"16693",51452,113209,"American Standard Cadet 5.5 ft. Acrylic Center Drain Free Standing Bathtub with Faucet in Arctic with White","stendop bath tubs",2.33,2,1
"16694",51459,113211,"3M 2 in. x 15 ft. Safety Walk Step and Ladder Tread Tape","outdoor stair tread",2.33,2,1
"16695",51460,113211,"3M 2 in. x 15 ft. Safety Walk Step and Ladder Tread Tape","outdoor stairs",1.33,2,1
"16696",51466,113214,"Hampton Bay Pergola Replacement Canopy","pergola shade",2.67,3,1
"16697",51481,113217,"LDR Industries 1/2 in. x 3 ft. Black Steel Schedule 40 Cut Pipe","1/2 in. x 12in. black steel schedule 40 cut pipe",3,2,2
"16698",51485,113218,"Liberty Provincial 2-1/2 in. Vintage Bail Pull","3 1/2 inch cabinet pulls",1.67,1,1
"16699",51489,113218,"Liberty Provincial 2-1/2 in. Vintage Bail Pull","liberty drawer pulls",3,1,1
"16700",51494,113220,"Siemens 20 Amp AFCI/GFCI Dual Function Circuit Breaker","siemens breakers",3,1,1
"16701",51495,113221,"300,000 BTU Natural Gas Garage Ceiling Heater","300 lbs ceiling anchor",2,2,1
"16702",51499,113223,"Husky Medium Dual Knife","husky box cutter",3,1,1
"16703",51502,113225,"JELD-WEN Smooth 6-Panel Hollow Core Molded Interior Closet Bi-fold Door","30 bifold door",2.33,2,1
"16704",51504,113226,"EZ Handrail 3 in. x 3 in. x 3-1/6 ft. White Aluminum Post with Welded Base","handrail post",2.33,2,1
"16705",51505,113227,"Home Decorators Collection Chess Brown/Ivory Bookends (Set of 2)","bookends",2.67,2,1
"16706",51507,113228,"GE 3-Way Sunsmart In-Wall Digital Timer","ge digital timer",3,2,1
"16707",51510,113228,"GE 3-Way Sunsmart In-Wall Digital Timer","Intermatic EJ500C Indoor Digital Wall Switch Timer",2.67,2,2
"16708",51511,113228,"GE 3-Way Sunsmart In-Wall Digital Timer","light switch wall timers",3,2,1
"16709",51514,113229,"Trademark Fine Art 20 in. x 47 in. Water Lilies Morning Canvas Art","water lilies",2,2,1
"16710",51515,113230,"Eureka 42 in. H x 28 in. W Dark Wood Grain Rectangle Framed Wall Mirror","dark wood",1.67,2,1
"16711",51516,113231,"Home Decorators Collection 18 in. Faylinn Mandarin Polyester Barrel Outdoor Chair Pad","allen and roth chair pads",2.67,2,1
"16712",51520,113232,"DEWALT 18-Volt Ni-Cad 2 in. x 18-Gauge Cordless Brad Nailer","dewalt 18v battery",3,2,1
"16713",51526,113232,"DEWALT 18-Volt Ni-Cad 2 in. x 18-Gauge Cordless Brad Nailer","sears battery nail gun",2.33,2,1
"16714",51528,113233,"Wyndham Collection Avara 60 in. Vanity in Espresso with Double Basin Glass Vanity Top in Aqua and Medicine Cabinets","aqua glass",1.67,2,1
"16715",51530,113233,"Wyndham Collection Avara 60 in. Vanity in Espresso with Double Basin Glass Vanity Top in Aqua and Medicine Cabinets","medicine cabinet mirror18x20",2,2,1
"16716",51531,113233,"Wyndham Collection Avara 60 in. Vanity in Espresso with Double Basin Glass Vanity Top in Aqua and Medicine Cabinets","vanities glass topped",3,2,1
"16717",51532,113233,"Wyndham Collection Avara 60 in. Vanity in Espresso with Double Basin Glass Vanity Top in Aqua and Medicine Cabinets","zacatecas medicine chest",2,2,1
"16718",51535,113236,"RadonAway RP140 Radon Fan","radon detectors",2,3,1
"16719",51538,113237,"Nature Power Bronze Solar Step Light (4-Pack)","solar power light",3,1,1
"16720",51540,113238,"The Home Depot 16 in. x 12 in. x 12 in. 65 lb. Small Box","16 inch fabn",2.33,2,1
"16721",51541,113238,"The Home Depot 16 in. x 12 in. x 12 in. 65 lb. Small Box","16x16x60boxes for moving",2.33,2,1
"16722",51543,113238,"The Home Depot 16 in. x 12 in. x 12 in. 65 lb. Small Box","home depot happy letter",1.33,2,1
"16723",51546,113238,"The Home Depot 16 in. x 12 in. x 12 in. 65 lb. Small Box","large fabric storage boxes",2.67,2,1
"16724",51549,113238,"The Home Depot 16 in. x 12 in. x 12 in. 65 lb. Small Box","MEDIUM moving boxes",2.33,2,1
"16725",51552,113238,"The Home Depot 16 in. x 12 in. x 12 in. 65 lb. Small Box","shipping supplies",2.33,2,1
"16726",51554,113239,"BARNETT BRASS 3/4 in. x 1-1/2 in. Black Steel Nipple","1/2 brass nipple",2.67,2,1
"16727",51555,113240,"Hickory Hardware Country Casual 3 in. Satin Pewter Antique with White Cabinet Pull","white cabinet pulls",2.33,2,1
"16728",51556,113241,"EGO 14 in. 56-Volt Lithium-Ion Cordless Chain Saw - Battery and Charger Not Included","56 volt battery",3,2,1
"16729",51559,113241,"EGO 14 in. 56-Volt Lithium-Ion Cordless Chain Saw - Battery and Charger Not Included","chain saw eletric",2.33,2,1
"16730",51560,113241,"EGO 14 in. 56-Volt Lithium-Ion Cordless Chain Saw - Battery and Charger Not Included","ego batteries",1.67,2,1
"16731",51561,113241,"EGO 14 in. 56-Volt Lithium-Ion Cordless Chain Saw - Battery and Charger Not Included","saw zall battery model 2621-20",1.67,2,1
"16732",51564,113243,"Home Decorators Collection Strand Woven Harvest 3/8 in. Thick x 4.92 in. Wide x 72-7/8 in. Length Click Lock Bamboo Flooring (29.86 sq. ft. / case)","bamboo click flooring",3,2,1
"16733",51568,113244,"Hansgrohe Metal Hose 200 cm Pull-Out Set with Holder and Elbow in Rubbed Bronze","shower elbow",3,2,1
"16734",51570,113245,"McCulloch Heavy-Duty Portable Steam Cleaner","grout cleaners",2,3,1
"16735",51578,113247,"2 in. PVC DWV Hub x Hub Repair Coupling","pvc repair coupling",3,2,1
"16736",51585,113252,"Southern Living Plant Collection 1 Gal. Gardenia ScentAmazing","gardenias",3,2,1
"16737",51588,113254,"Hunter Fairhaven 52 in. Antique Pewter Ceiling Fan with Remote Control","HUNTER FAN CONTROL",3,2,1
"16738",51590,113255,"Vigo Farmhouse Apron Front Stainless Steel 22.3 in. Single Bowl Kitchen Sink","stainless steel sinl",2.33,2,2
"16739",51603,113258,"Rubbermaid Commercial Products Locking Janitor Cart Cabinet for FG6173-88 Cleaning Cart","rubbermaid cleaning rags",1,1,1
"16740",51604,113259,"Home Decorators Collection 2 in. Faux Wood Blind Replacement Brackets","2 window blinds",2.33,2,1
"16741",51608,113259,"Home Decorators Collection 2 in. Faux Wood Blind Replacement Brackets","faux wood blind 73'",1.33,2,1
"16742",51609,113259,"Home Decorators Collection 2 in. Faux Wood Blind Replacement Brackets","marvin window parts",2.67,2,1
"16743",51612,113261,"BrassCraft 1/2 in. Nominal Crimp PEX Barb Inlet x 1/2 in. Nominal Crimp PEX Barb Outlet Brass 1/4-Turn Straight Ball Valve (5-Pack)","pex ball valve",3,2,1
"16744",51615,113264,"InvisiDoor Red Oak Trim Molding Accessory for 32 in. or 36 in. Bookcase","baseboard trim red oak",2,2,1
"16745",51617,113265,"Savons Aux Fleurs Wave Double Ended Claw Foot Tub Soap Dish in White","bathroom soap dish",3,2,1
"16746",51618,113266,"Safety First Multi-Grip Tub Bar in White","12-14 bathroom grab bar",2.67,3,1
"16747",51623,113270,"Dremel 3000 Series 120-Volt Corded Variable Speed Rotary Tool Kit","3000 series",2,2,1
"16748",51626,113270,"Dremel 3000 Series 120-Volt Corded Variable Speed Rotary Tool Kit","drumel",1.67,2,1
"16749",51629,113270,"Dremel 3000 Series 120-Volt Corded Variable Speed Rotary Tool Kit","wood cutting",2,2,1
"16750",51631,113271,"DANCO Cartridge Puller for Moen","moen cartridge puller",1.67,2,1
"16751",51639,113275,"DEWALT 18-Volt XRP Lithium-Ion Cordless Combo Kit (4-Tool)","dewalt 18v lithium",3,2,1
"16752",51640,113276,"Delta Ara 1-Handle Shower Faucet Trim Kit in Chrome with Less Shower Head (Valve and Showerhead Not Included)","shower head and handle",2.33,2,1
"16753",51643,113278,"Liberty Garden Bib Rack","hose rack",2.33,3,1
"16754",51649,113279,"Star Shower Laser Light Projector (As Seen on TV)","app",1,2,1
"16755",51658,113279,"Star Shower Laser Light Projector (As Seen on TV)","projection christmas lights",3,2,1
"16756",51660,113279,"Star Shower Laser Light Projector (As Seen on TV)","solar lights christmas",1.33,2,1
"16757",51676,113283,"Rheem Performance Plus 50 gal. Medium 9 Year 4500/4500-Watt Elements Electric Water Heater with LED Indicator","rheum water heater",3,2,1
"16758",51679,113284,"Decor Grates 6 in. x 12 in. White Steel Scroll Wall and Ceiling Register","wood floor vents 6 in x 12 in",2.33,2,1
"16759",51680,113285,"3/4 in. x 6 in. x 12 ft. Cedar Board","3/4 board",3,2,1
"16760",51682,113285,"3/4 in. x 6 in. x 12 ft. Cedar Board","cedar board",3,2,1
"16761",51685,113286,"Kawasaki 4-Volt Dual Angle Lithium-Ion Screwdriver","cordless screw drivers",2,3,1
"16762",51687,113287,"Wyndham Collection Centra 36 in. Vanity in Gray Oak with Marble Vanity Top in Carrara White, Black Granite Sink and 24 in. Mirror","36 in white vanity black granite",3,2,1
